id,ra,dec,z,d_c,z_v,d_c_v,x_c,y_c,z_c,vx,vy,vz,vr,log_m,z_s,bulge_length,bulge_axis_ratio,bulge_angle,disk_length,disk_angle,disk_axis_ratio,ra_mag,dec_mag,Mass,
223360,0.152327,0.259518,1.4071,3046.74,1.40804,3048.11,8.1,3046.7,13.8,-175,117,127,117.1,11.79,1.408,0.0315741,0.604395,43.47,0.214169,43.47,0.604395,0.138383,0.252147,6.16595E+11,
223488,0.625387,0.19265,1.41646,3060.34,1.41583,3059.43,33.4,3060.14,10.29,-115,-73,165,-78,12.298,1.4158,0.390247,0.413098,80.6553,0,80.6553,0.413098,0.608384,0.184741,1.98609E+12,
223616,0.501821,0.957355,1.4066,3046.01,1.40314,3040.96,26.67,3045.47,50.89,-168,-84,-11,-431.7,11.385,1.4031,0.0282748,0.420073,7.59433,0.401427,7.59433,0.420073,0.484883,0.943396,2.42661E+11,
223744,0.568921,0.889909,1.41066,3051.92,1.41025,3051.31,30.3,3051.4,47.4,-23,-52,37,-51.6,11.384,1.4103,0.0160636,0.538926,55.914,0.391549,55.914,0.538926,0.550906,0.876033,2.42103E+11,
223872,1.046511,0.356954,1.40918,3049.77,1.40587,3044.94,55.7,3049.2,19,-98,-413,268,-413,11.701,1.4059,0.0222973,0.79771,-176.695,0.2716,-176.695,0.79771,1.025909,0.345271,5.02343E+11,
224000,1.110354,0.63039,1.40581,3044.86,1.40319,3041.04,59,3044.1,33.5,165,-327,-211,-326,12.315,1.4032,0.410754,0.197868,-74.1325,0,-74.1325,0.197868,1.088148,0.615853,2.06538E+12,
224128,1.432378,0.913391,1.40848,3048.74,1.40564,3044.61,76.2,3047.4,48.6,-260,-349,109,-353.6,11.582,1.4056,0.845965,0.787874,-147.666,0,-147.666,0.787874,1.41183,0.900297,3.81944E+11,
224256,0.524686,1.03984,1.40744,3047.23,1.40575,3044.77,27.9,3046.6,55.3,171,-212,15,-210.1,11.52,1.4058,0.0185414,0.300564,151.926,0.257839,151.926,0.300564,0.507187,1.024687,3.31131E+11,
224384,0.133692,1.865384,1.40551,3044.42,1.40825,3048.41,7.1,3042.8,99.1,60,335,175,340.7,12.069,1.4083,0.00285178,0.369594,-32.0301,0.271665,-32.0301,0.369594,0.120356,1.84671,1.1722E+12,Number density
224512,0.253105,1.793639,1.41452,3057.53,1.41571,3059.24,13.5,3056,95.7,213,125,672,146.9,12.002,1.4157,0.0107342,0.728445,45.5507,0.313699,45.5507,0.728445,0.237443,1.77584,1.00462E+12,
224640,0.377138,1.787529,1.41289,3055.15,1.41316,3055.54,20.1,3053.6,95.3,-446,23,429,33.4,11.572,1.4132,0.0524202,0.609714,-166.754,0.282323,-166.754,0.609714,0.359986,1.769904,3.7325E+11,
224768,1.04254,1.209056,1.40608,3045.26,1.40409,3042.36,55.4,3044.07,64.26,26,3,-88,-248,11.654,1.4041,0.0254382,0.607108,-109.707,0.321912,-109.707,0.607108,1.024952,1.193028,4.50817E+11,
224896,1.291715,1.107489,1.41109,3052.55,1.41054,3051.74,68.8,3051.2,59,-122,-71,232,-69.2,11.596,1.4105,0.0190727,0.668413,166.112,0.293607,166.112,0.668413,1.272287,1.092674,3.94457E+11,
225024,1.355216,1.412986,1.41187,3053.68,1.41204,3053.92,72.2,3051.9,75.3,-631,35,4,20.2,11.795,1.412,0.0019761,0.800772,-13.1476,0.0819158,-13.1476,0.800772,1.336306,1.398778,6.23735E+11,
225152,1.07809,1.746087,1.41083,3052.16,1.4127,3054.88,57.4,3050.2,93,-223,234,98,232.6,11.508,1.4127,0.00535087,0.332255,-175.131,0.108783,-175.131,0.332255,1.062363,1.730994,3.22107E+11,
225280,1.097168,1.510191,1.40913,3049.7,1.40652,3045.89,58.38,3048.08,80.37,55,-218,246,-326,13.202,1.4065,0.103306,0.373134,165.527,0.642918,165.527,0.373134,1.07825,1.494247,1.59221E+13,
225408,1.288038,1.973628,1.41136,3052.93,1.41263,3054.78,68.58,3050.35,105.14,245,43,71,158.2,11.924,1.4126,0.00663408,0.238674,-20.1442,0.272146,-20.1442,0.238674,1.272405,1.957209,8.3946E+11,
225536,1.629616,0.361875,1.41333,3055.8,1.41173,3053.48,86.9,3054.5,19.3,118,-203,181,-198.4,12.242,1.4117,0.013277,0.94243,-161.395,0.134836,-161.395,0.94243,1.606091,0.35078,1.74582E+12,
225664,2.134313,0.051062,1.40895,3049.42,1.40756,3047.41,113.57,3047.31,2.72,-47,484,383,-172.2,13.556,1.4076,0.27216,0.525714,-167.65,0,-167.65,0.525714,2.111965,0.042663,3.59749E+13,
225792,2.061111,0.40611,1.40759,3047.45,1.40623,3045.47,109.6,3045.4,21.6,32,-170,-55,-169.1,11.361,1.4062,0.00248733,0.745555,71.0683,0.0352278,71.0683,0.745555,2.038293,0.394923,2.29615E+11,
225920,1.695602,0.481774,1.40787,3047.86,1.40468,3043.2,90.18,3046.42,25.63,-401,-244,-33,-398.1,12.838,1.4047,0.00438709,0.957531,139.008,0.326811,139.008,0.957531,1.672097,0.469211,6.88652E+12,
226048,1.819067,0.692098,1.4147,3057.78,1.4129,3055.17,97.06,3056.02,36.94,-63,22,119,-223.4,11.583,1.4129,0.00315953,0.359023,-26.5292,0.0874676,-26.5292,0.359023,1.796236,0.678643,3.82825E+11,
226176,2.200129,0.346606,1.40477,3043.34,1.40457,3043.05,116.83,3041.04,18.41,-29,-145,77,-24.7,12.1,1.4046,0.0812444,0.656383,20.5304,0,20.5304,0.656383,2.1763,0.334567,1.25893E+12,
226304,2.332448,0.27201,1.41228,3054.26,1.40901,3049.51,124.3,3051.7,14.5,-190,-399,-52,-406.6,11.52,1.409,0.0223312,0.469347,110.809,0.259834,110.809,0.469347,2.309476,0.259944,3.31131E+11,
226432,2.448496,0.766289,1.40471,3043.25,1.40373,3041.82,130,3040.2,40.7,-149,-115,-80,-122.3,11.397,1.4037,0.00869845,0.614915,-146.647,0.157016,-146.647,0.614915,2.42729,0.753737,2.49459E+11,
226560,2.390935,0.900949,1.41557,3059.04,1.41327,3055.71,127.6,3056,48.1,-38,-282,-88,-284.7,11.465,1.4133,0.00126478,0.179663,-171.959,0.601378,-171.959,0.179663,2.368011,0.889254,2.91743E+11,
226688,1.71484,1.206242,1.40587,3044.94,1.40432,3042.69,91.1,3042.9,64.1,-411,-175,-245,-192.3,11.585,1.4043,0.0668471,0.611838,11.3541,0.283857,11.3541,0.611838,1.694035,1.193668,3.84592E+11,
226816,1.899711,1.523635,1.412,3053.86,1.41422,3057.09,101.2,3051.1,81.2,-301,286,28,276.5,11.476,1.4142,0.00141276,0.41603,-153.659,0.154926,-153.659,0.41603,1.878994,1.511902,2.99226E+11,
226944,2.517369,1.379721,1.41681,3060.84,1.41498,3058.18,134.4,3057,73.7,-299,-204,-435,-227.3,11.537,1.415,0.00391769,0.401808,-16.0798,0.0843741,-16.0798,0.401808,2.494673,1.368965,3.4435E+11,
227072,2.765861,1.784428,1.41212,3054.04,1.40988,3050.78,147.3,3049,95.1,-358,-261,-23,-278.6,11.359,1.4099,0.288537,0.896528,147.527,2.4733,147.527,0.896528,2.749252,1.780288,2.2856E+11,
227200,0.262324,2.078937,1.41612,3059.85,1.41761,3062,14,3057.8,111,63,183,39,184.6,11.484,1.4176,0.0164683,0.513909,-157.732,0.467185,-157.732,0.513909,0.247684,2.059923,3.04789E+11,
227328,0.609207,2.162088,1.41544,3058.85,1.4197,3065.03,32.5,3056.5,115.4,-151,531,-3,528.9,12.006,1.4197,0.652683,0.591874,-12.6395,0,-12.6395,0.591874,0.593684,2.142882,1.01391E+12,
227456,0.66465,2.621038,1.41271,3054.9,1.41629,3060.1,35.4,3051.5,139.7,-165,447,-2,444.5,11.722,1.4163,0.0121283,0.928122,-71.8266,0.364554,-71.8266,0.928122,0.649732,2.607371,5.2723E+11,
227584,1.002909,2.518618,1.40593,3045.03,1.40851,3048.79,53.25,3041.62,133.81,-188,11,-87,321.9,11.852,1.4085,0.0125198,0.899303,123.112,0.150886,123.112,0.899303,0.99337,2.504481,7.11214E+11,
227712,1.112564,2.555351,1.41424,3057.12,1.41696,3061.06,59.3,3053.5,136.3,-25,334,107,337.9,11.358,1.417,0.0394232,0.184855,-54.9005,0.2032,-54.9005,0.184855,1.101145,2.541201,2.28034E+11,
227968,1.230418,2.895293,1.40583,3044.89,1.40824,3048.4,65.3,3040.3,153.8,23,297,58,300,11.515,1.4082,0.0573098,0.288483,151.49,0.351799,151.49,0.288483,1.222166,2.881263,3.27341E+11,
228992,1.705699,2.225905,1.41358,3056.16,1.41536,3058.74,90.9,3052.5,118.7,-577,223,382,220.4,12.04,1.4154,0.00916482,0.634768,-89.0503,0.324575,-89.0503,0.634768,1.691948,2.211093,1.09648E+12,
229120,1.747339,2.388653,1.4152,3058.51,1.4178,3062.28,93.18,3054.43,127.47,-120,82,57,322.5,11.6,1.4178,0.0749466,0.301786,28.2263,0.404671,28.2263,0.301786,1.734214,2.386565,3.98107E+11,
229248,1.566805,2.670517,1.40924,3049.85,1.41058,3051.81,83.3,3045.4,142.1,-484,187,-133,167.3,12.258,1.4106,0.0207272,0.84471,-169.154,0.357622,-169.154,0.84471,1.559132,2.659948,1.81134E+12,
229376,1.541683,2.963395,1.41608,3059.79,1.42071,3066.49,82.21,3054.59,158.18,112,81,222,573,11.911,1.4207,0.0270252,0.338029,-36.6167,0.326391,-36.6167,0.338029,1.535569,2.95106,8.14704E+11,
229504,1.748259,2.827866,1.41529,3058.65,1.41777,3062.24,93.2,3053.5,150.9,-591,322,76,307.2,12.174,1.4178,0.0316878,0.333736,76.7007,2.05539,76.7007,0.333736,1.740081,2.817745,1.49279E+12,
229632,2.340898,2.206398,1.41476,3057.88,1.41433,3057.24,124.81,3053.06,117.73,217,65,158,-54.3,12.004,1.4143,0.0130856,0.132653,7.13776,0.221256,7.13776,0.132653,2.326191,2.202025,1.00925E+12,
229760,2.874298,2.514052,1.41072,3052,1.4103,3051.4,152.9,3045.23,133.87,262,-45,-50,-51.9,12.414,1.4103,0.0294048,0.645909,-14.6676,0.539334,-14.6676,0.645909,2.858389,2.511343,2.59418E+12,
229888,2.968929,2.717478,1.41073,3052.02,1.41153,3053.18,157.9,3044.5,144.7,-267,116,-56,99.2,11.442,1.4115,0.0523549,0.565185,96.5902,0.387969,96.5902,0.565185,2.955867,2.720599,2.76694E+11,
3317504,0.513213,0.053025,1.39259,3025.52,1.39185,3024.44,27.1,3025.4,2.8,41,-93,-65,-92.7,11.441,1.3919,0.0117015,0.401846,-25.2115,0.0980174,-25.2115,0.401846,0.499125,0.047883,2.76058E+11,
3317632,0.649061,0.58469,1.39431,3028.05,1.39148,3023.89,34.3,3027.7,30.9,14,-359,336,-355.4,11.347,1.3915,0.0174217,0.75097,-85.98,0.358729,-85.98,0.75097,0.62984,0.571472,2.22331E+11,
3317760,0.932692,0.241657,1.39894,3034.83,1.39867,3034.42,49.4,3034.4,12.8,-85,-34,193,-34.6,11.488,1.3987,0.00534145,0.701154,133.109,0.11001,133.109,0.701154,0.912361,0.231872,3.0761E+11,
3317888,1.28555,0.337378,1.40242,3039.92,1.40104,3037.89,68.2,3039.1,17.9,-109,-172,231,-173,12.476,1.401,0.150992,0.758415,-13.0122,0,-13.0122,0.758415,1.265527,0.326143,2.99226E+12,
3318016,0.897742,0.965651,1.39708,3032.1,1.39474,3028.68,47.5,3031.3,51.1,71,-302,490,-292.5,11.484,1.3947,0.00941218,0.579762,114.736,0.160104,114.736,0.579762,0.878051,0.948613,3.04789E+11,
3318144,1.289112,0.859901,1.39688,3031.81,1.39826,3033.83,68.2,3030.7,45.5,-388,177,299,172.7,11.778,1.3983,0.0642684,0.855376,-59.704,0.478269,-59.704,0.855376,1.268314,0.845583,5.99791E+11,
3318272,0.507498,1.047058,1.39307,3026.22,1.39268,3025.66,26.8,3025.6,55.3,292,-50,-55,-48.4,11.749,1.3927,0.0410393,0.121281,65.6235,0.375346,65.6235,0.121281,0.490327,1.031472,5.61048E+11,
3318400,1.415918,2.020615,1.39497,3029.01,1.3946,3028.47,74.8,3026.2,106.8,-511,-41,206,-46.3,12.231,1.3946,0.00464132,0.798047,-39.0369,0.658641,-39.0369,0.798047,1.401489,2.004957,1.70216E+12,
3318528,0.581019,1.156184,1.39433,3028.07,1.39406,3027.68,30.7,3027.3,61.1,169,-28,-349,-33.3,11.404,1.3941,0.0464012,0.679281,86.4832,0.669991,86.4832,0.679281,0.563348,1.139048,2.53513E+11,
3318656,0.111144,1.657279,1.40438,3042.78,1.4059,3044.99,5.9,3041.5,88,161,173,536,188.7,11.526,1.4059,0.00357917,0.906607,-6.99768,0.0972314,-6.99768,0.906607,0.097606,1.639929,3.35738E+11,
3318784,0.765158,1.788513,1.39854,3034.25,1.40485,3043.46,40.5,3032.5,94.7,-41,787,35,787.1,11.379,1.4048,0.0319221,0.771277,-169.883,0.464727,-169.883,0.771277,0.748089,1.769957,2.39332E+11,
3318912,1.16471,1.055032,1.3997,3035.94,1.39874,3034.53,61.7,3034.8,55.9,-191,-120,193,-120.3,11.672,1.3987,0.0116037,0.435731,126.695,0.137414,126.695,0.435731,1.1466,1.039411,4.69894E+11,
3319040,1.207001,1.236893,1.40178,3038.98,1.40486,3043.47,64,3037.6,65.6,19,380,160,383.7,11.559,1.4049,0.0202788,0.640851,28.8492,0.32325,28.8492,0.640851,1.190303,1.223276,3.62243E+11,
3319168,1.405126,1.050796,1.40435,3042.73,1.40449,3042.93,74.6,3041.3,55.8,-580,31,37,17.4,11.539,1.4045,0.00723624,0.587634,68.7909,0.405906,68.7909,0.587634,1.384603,1.03692,3.45939E+11,
3319296,1.227687,2.047638,1.39635,3031.03,1.39814,3033.66,64.9,3028.4,108.3,-4,222,75,224.4,11.948,1.3981,0.0145615,0.407772,-104.72,0.293086,-104.72,0.407772,1.212396,2.03178,8.87156E+11,
3319424,2.925061,0.427679,1.39409,3027.73,1.39516,3029.29,154.5,3023.7,22.6,195,125,-170,133.5,12.033,1.3952,1.85E-04,0.566512,-155.041,0.0876049,-155.041,0.566512,2.903623,0.41489,1.07895E+12,
3319552,1.731754,0.151222,1.39639,3031.09,1.39472,3028.64,91.6,3029.7,8,-200,-203,-267,-209.7,11.452,1.3947,0.0541036,0.870726,-107.288,0.31821,-107.288,0.870726,1.706542,0.141481,2.83139E+11,
3319680,1.952815,0.304682,1.40337,3041.3,1.40401,3042.24,103.64,3039.49,16.17,5,-80,145,79.8,12.678,1.404,0.0314636,0.567721,-73.6957,0,-73.6957,0.567721,1.930621,0.295415,4.76431E+12,
3319808,1.902871,0.993586,1.40189,3039.13,1.40189,3039.14,100.9,3037,52.7,-469,20,-216,0.7,11.588,1.4019,0.0158832,0.759631,-16.9894,0.301161,-16.9894,0.759631,1.881624,0.985815,3.87258E+11,
3319936,2.97329,0.232242,1.39872,3034.51,1.39704,3032.05,157.4,3030.4,12.3,-148,-202,-196,-210.2,11.959,1.397,0.0876228,0.239273,-139.227,0.611026,-139.227,0.239273,2.952906,0.220893,9.09913E+11,
3320064,2.419935,0.672813,1.39681,3031.71,1.39635,3031.03,128,3028.8,35.6,69,-63,182,-57.9,11.909,1.3963,0.00278994,0.386689,74.2918,0.136903,74.2918,0.386689,2.4004,0.660721,8.10961E+11,
3320192,2.929867,0.685824,1.39747,3032.68,1.39736,3032.52,155,3028.5,36.3,-24,-7,-473,-13.9,11.673,1.3974,0.00343897,0.666837,-168.747,0.0881005,-168.747,0.666837,2.907777,0.669882,4.70977E+11,
3320320,2.867107,0.679727,1.40455,3043.02,1.4042,3042.51,152.2,3039,36.1,-95,-37,-180,-43.8,11.332,1.4042,0.00274001,0.739401,14.9089,0.149165,14.9089,0.739401,2.845704,0.663828,2.14783E+11,
3320448,1.583805,1.257439,1.39622,3030.84,1.39877,3034.58,83.75,3028.95,66.51,82,316,193,319.8,12.9,1.3988,0.0503552,0.163277,-169.592,0.296681,-169.592,0.163277,1.563012,1.244342,7.94328E+12,
3320576,2.29174,1.254645,1.40362,3041.66,1.40115,3038.06,121.6,3038.5,66.6,-27,-304,-145,-307.9,11.765,1.4011,0.0136972,0.637212,-135.572,0.373282,-135.572,0.637212,2.269036,1.242507,5.82103E+11,
3320704,2.404381,1.218688,1.39424,3027.95,1.39359,3026.99,127,3024.6,64.4,100,-89,130,-81.9,11.85,1.3936,0.0400529,0.478144,-36.0653,0.741238,-36.0653,0.478144,2.381573,1.206758,7.07946E+11,
3320832,2.59345,1.343617,1.39554,3029.84,1.38824,3019.14,137.06,3025.91,71.04,-67,-172,95,-914.5,12.456,1.3882,0.0912264,0.159648,72.2649,0.650308,72.2649,0.159648,2.568992,1.333425,2.85759E+12,
3320960,2.351569,1.277524,1.40365,3041.71,1.40177,3038.96,124.77,3038.39,67.82,-156,112,75,-234.5,11.381,1.4018,0.151394,0.508755,130.778,0,130.778,0.508755,2.328544,1.266015,2.40436E+11,
3321088,2.54503,1.898542,1.39587,3030.33,1.3947,3028.62,134.49,3025.68,100.39,36,-62,3,-146.6,11.416,1.3947,0.516463,0.610475,13.289,0,13.289,0.610475,2.527333,1.895495,2.60615E+11,
3321216,2.486851,1.533873,1.40313,3040.95,1.39985,3036.16,131.9,3037,81.4,-277,-392,-235,-409.8,11.609,1.3999,0.0139895,0.861866,-19.6306,0.396661,-19.6306,0.861866,2.464783,1.523699,4.06443E+11,
3321344,0.06227,2.197234,1.40155,3038.64,1.40291,3040.63,3.3,3036.4,116.5,-194,161,257,170.5,11.358,1.4029,0.00547416,0.61174,116.502,0.100669,116.502,0.61174,0.050927,2.179528,2.28034E+11,
3321472,0.37704,2.601651,1.40413,3042.4,1.40543,3044.3,20,3039.2,138.1,-155,163,11,162.3,11.597,1.4054,0.022406,0.252931,31.0898,0.358356,31.0898,0.252931,0.359268,2.58744,3.95367E+11,
3321856,0.913975,2.10508,1.39566,3030.03,1.39751,3032.74,48.3,3027.6,111.3,-145,239,-140,231.4,12.129,1.3975,0.0602158,0.955675,-173.265,0.605056,-173.265,0.955675,0.902252,2.087361,1.34586E+12,
3321984,1.327385,2.182693,1.39743,3032.61,1.39841,3034.05,70.2,3029.6,115.5,-418,144,-310,122.4,11.561,1.3984,0.00441442,0.266917,38.2522,0.198591,38.2522,0.266917,1.313313,2.166613,3.63915E+11,
3322112,1.206627,2.850152,1.39477,3028.72,1.39817,3033.7,63.7,3024.3,150.6,-216,435,-84,425.6,11.444,1.3982,0.00938198,0.876009,27.7032,0.187806,27.7032,0.876009,1.197297,2.836442,2.77971E+11,
3323264,1.52448,2.567853,1.39961,3035.8,1.40169,3038.84,80.68,3031.68,136.01,204,104,-187,259.7,12.761,1.4017,0.0104169,0.412039,-133.805,0.213691,-133.805,0.412039,1.514521,2.557568,5.76766E+12,
3323392,1.667272,2.596226,1.39639,3031.09,1.39907,3035.01,88.1,3026.7,137.3,-472,353,-93,334.6,11.855,1.3991,0.00611309,0.672641,-93.449,0.570464,-93.449,0.672641,1.657416,2.588064,7.16143E+11,
3323648,2.221486,2.672626,1.39877,3034.58,1.39907,3035.02,117.5,3029,141.5,-596,65,-84,37.9,11.336,1.3991,0.0436018,0.348851,77.3269,0.255852,77.3269,0.348851,2.209122,2.666979,2.1677E+11,
6357248,0.219798,0.59557,1.38005,3007.06,1.38,3006.98,11.54,3006.88,31.26,683,-31,205,-6.5,13.173,1.38,0.00364958,0.639399,-106.534,0.0729732,-106.534,0.639399,0.203549,0.58161,1.48936E+13,
6357376,0.140682,0.650151,1.38475,3014,1.38009,3007.13,7.4,3013.8,34.2,149,-588,81,-586.7,11.555,1.3801,0.0111223,0.617428,-146.042,0.318026,-146.042,0.617428,0.124995,0.635985,3.58922E+11,
6357504,0.430847,0.854165,1.38701,3017.32,1.38383,3012.64,22.69,3016.9,44.98,36,-27,-31,-398.9,12.324,1.3838,0.0512083,0.4393,160.599,0.380911,160.599,0.4393,0.412844,0.839666,2.10863E+12,
6357632,0.643916,0.991398,1.38675,3016.94,1.38477,3014.03,33.9,3016.3,52.2,93,-246,-222,-248.7,11.587,1.3848,0.19611,0.73862,147.085,0.546695,147.085,0.73862,0.624415,0.977382,3.86367E+11,
6357760,1.211754,0.060868,1.38351,3012.18,1.38437,3013.44,63.7,3011.5,3.2,-155,111,164,107.9,12.322,1.3844,0.326415,0.261485,-53.2462,0,-53.2462,0.261485,1.19172,0.052829,2.09894E+12,
6357888,1.39431,0.19374,1.38646,3016.51,1.38558,3015.21,73.4,3015.6,10.2,-117,-106,-523,-110.6,11.839,1.3856,0.0360934,0.370953,-159.945,0.410686,-159.945,0.370953,1.374818,0.185428,6.9024E+11,
6358016,1.456843,0.656908,1.38148,3009.17,1.38132,3008.94,76.5,3008,34.5,-414,-9,-39,-20,11.492,1.3813,0.0316853,0.286147,-19.6351,0.318835,-19.6351,0.286147,1.437305,0.642674,3.10456E+11,
6358144,0.569069,0.811805,1.38941,3020.85,1.38802,3018.81,30,3020.4,42.8,151,-176,-7,-174.6,11.335,1.388,5.23E-04,0.293269,119.935,0.0725075,119.935,0.293269,0.551078,0.797092,2.16272E+11,
6358272,0.93185,0.852039,1.38844,3019.43,1.38674,3016.93,49.1,3018.7,44.9,-323,-211,186,-213.4,12.239,1.3867,0.00967813,0.4782,-145.573,0.238522,-145.573,0.4782,0.91173,0.836078,1.7338E+12,
6358400,0.588713,1.537116,1.38098,3008.44,1.38025,3007.36,30.9,3007.2,80.7,131,-93,-21,-92.2,11.511,1.3802,0.00151974,0.327016,-12.714,0.382781,-12.714,0.327016,0.572764,1.516132,3.2434E+11,
6358528,0.534552,1.586108,1.38413,3013.09,1.38163,3009.39,28.1,3011.8,83.4,35,-316,14,-315.2,11.477,1.3816,0.0134341,0.465557,44.0691,0.187736,44.0691,0.465557,0.517947,1.564798,2.99916E+11,
6358656,1.024895,1.350008,1.39065,3022.67,1.39065,3022.67,54.05,3021.35,71.21,183,-116,-21,-0.4,11.743,1.3906,0.00857887,0.277749,-66.4553,0.18186,-66.4553,0.277749,1.004549,1.33786,5.5335E+11,
6358784,1.281465,1.26976,1.38815,3019,1.39182,3024.4,67.5,3017.5,66.9,-80,462,42,460.9,12.512,1.3918,0.0173286,0.189443,63.0127,0.127599,63.0127,0.189443,1.263465,1.256862,3.25087E+12,
6358912,0.94059,1.916409,1.39101,3023.2,1.39373,3027.19,49.6,3021.1,101.1,-155,347,-96,341,11.514,1.3937,0.0029987,0.717823,-115.92,0.0833331,-115.92,0.717823,0.927503,1.899439,3.26588E+11,
6359040,1.68502,0.087471,1.38415,3013.11,1.38534,3014.86,88.6,3011.8,4.6,-8,150,14,149.7,11.426,1.3853,0.0300603,0.712335,-157.951,0.372692,-157.951,0.712335,1.661166,0.078116,2.66686E+11,
6359168,1.904585,0.110445,1.38127,3008.87,1.38237,3010.48,100,3007.2,5.8,-450,153,-131,137.7,11.582,1.3824,0.00606891,0.573823,-73.4358,0.301591,-73.4358,0.573823,1.882357,0.098909,3.81944E+11,
6359296,1.653255,0.781762,1.38362,3012.33,1.38525,3014.73,86.9,3010.8,41.1,-316,213,21,204.1,12.084,1.3853,0.0236624,0.723855,81.3389,0.398989,81.3389,0.723855,1.630921,0.767613,1.21339E+12,
6359424,2.242129,0.933424,1.38476,3014.01,1.38501,3014.38,117.9,3011.3,49.1,95,26,131,31.8,13.312,1.385,0.0121169,0.591163,40.8256,0.337419,40.8256,0.591163,2.221508,0.921514,2.05116E+13,
6359552,2.681377,0.237118,1.38912,3020.43,1.38892,3020.13,141.3,3017.1,12.5,371,-42,-243,-25.6,11.47,1.3889,0.0317335,0.866273,84.4149,0.236693,84.4149,0.866273,2.662587,0.227678,2.95121E+11,
6359680,2.959593,0.429941,1.38326,3011.8,1.38079,3008.15,155.5,3007.7,22.6,-16,-310,-100,-311.2,12.52,1.3808,0.0158794,0.910306,-114.45,0.225509,-114.45,0.910306,2.937866,0.41704,3.31131E+12,
6359808,2.728697,0.720679,1.38049,3007.72,1.38112,3008.65,143.18,3004.07,37.83,110,118,139,79.3,13.141,1.3811,0.341253,0.699574,130.62,0,130.62,0.699574,2.708529,0.705516,1.38357E+13,
6359936,1.73784,1.415301,1.38082,3008.2,1.38259,3010.81,91.2,3005.9,74.3,-97,223,91,222.1,11.875,1.3826,0.00300428,0.817355,94.1054,0.102899,94.1054,0.817355,1.71902,1.403381,7.49894E+11,
6360064,1.905355,1.54631,1.38312,3011.6,1.38069,3008.01,100.09,3008.84,81.27,102,-163,97,-305.7,12.348,1.3807,0.020175,0.45587,103.167,0.606651,103.167,0.45587,1.884379,1.535662,2.22844E+12,
6360192,1.907122,1.873719,1.38168,3009.48,1.3821,3010.09,100.1,3006.2,98.4,-112,58,-63,52.2,11.599,1.3821,0.0551985,0.62158,97.2068,0.591415,97.2068,0.62158,1.886565,1.863643,3.97192E+11,
6360320,2.178413,1.931176,1.38305,3011.49,1.38551,3015.11,114.41,3007.61,101.48,-19,347,320,308.7,12.374,1.3855,0.291818,0.246193,-1.90697,0,-1.90697,0.246193,2.159715,1.924929,2.36592E+12,
6360448,2.813814,1.295894,1.38584,3015.61,1.38727,3017.71,148,3011.2,68.2,-213,192,-89,179.3,13.624,1.3873,0.339586,0.386658,-51.3308,0,-51.3308,0.386658,2.792774,1.289042,4.20727E+13,
6360576,2.831821,1.452851,1.38535,3014.88,1.38951,3021.01,148.9,3010.23,76.44,-131,122,-242,522.7,12.16,1.3895,0.0103687,0.341235,-1.90122,0.115917,-1.90122,0.341235,2.812018,1.444883,1.44544E+12,
6360704,2.507823,1.962166,1.38022,3007.32,1.37973,3006.6,131.51,3002.68,102.97,640,49,-40,-61.7,12.741,1.3797,0.00968785,0.697018,13.3344,0.117625,13.3344,0.697018,2.49036,1.960168,5.50808E+12,
6360832,1.459318,1.17222,1.39192,3024.53,1.39153,3023.97,77.01,3022.92,61.87,49,1,-145,-47.8,11.54,1.3915,0.0105827,0.500405,-154.674,0.206844,-154.674,0.500405,1.440092,1.158302,3.46737E+11,
6360960,1.574897,1.998381,1.39016,3021.96,1.39047,3022.41,83,3018.98,105.38,-393,-2,39,38.2,12.553,1.3905,0.0101104,0.769962,-106.003,0.142085,-106.003,0.769962,1.558759,1.984438,3.57273E+12,
6361088,2.674719,1.467396,1.39052,3022.48,1.38912,3020.43,141,3018.2,77.4,-316,-148,-483,-174.9,12.074,1.3891,0.130839,0.170566,11.5395,0.545086,11.5395,0.170566,2.652467,1.457883,1.18577E+12,
6361216,2.969936,1.671404,1.39029,3022.14,1.38753,3018.09,156.52,3016.8,88.15,77,-265,-125,-346.1,11.701,1.3875,0.00984278,0.246993,123.557,0.409927,123.557,0.246993,2.954317,1.668109,5.02343E+11,
6361472,0.787273,2.136369,1.38555,3015.18,1.38825,3019.16,41.4,3012.8,112.4,-415,342,86,339.2,11.453,1.3882,0.026645,0.2376,121.67,0.478742,121.67,0.2376,0.772491,2.118059,2.83792E+11,
6362624,1.572996,2.388206,1.38812,3018.96,1.38799,3018.77,82.8,3015.2,125.8,-348,-7,6,-16.3,11.998,1.388,0.00970308,0.841755,-158.38,0.114548,-158.38,0.841755,1.559344,2.381999,9.95405E+11,
6362752,1.583449,2.780623,1.38215,3010.16,1.38256,3010.77,83.08,3005.47,146.03,-6,89,18,52.2,12.277,1.3826,0.0207518,0.577126,-54.4529,0.551042,-54.4529,0.577126,1.575217,2.77045,1.89234E+12,
6363008,2.008555,2.901544,1.39055,3022.53,1.39063,3022.65,105.8,3016.8,153,-631,40,-152,10.1,11.81,1.3906,0.09696,0.43039,-72.5587,0.31174,-72.5587,0.43039,1.996962,2.892472,6.45654E+11,
6363136,2.329811,2.282254,1.38263,3010.88,1.38205,3010.01,122.3,3006,119.9,-466,-40,-377,-73.9,11.422,1.3821,0.00457354,0.310137,103.139,0.0373474,103.139,0.310137,2.315898,2.27918,2.64241E+11,
